SAP2000 v14.0.0    3/26/21 14:49:30

Table:  Element Forces - Frames

       Frame     Station  OutputCase    CaseType           P          V2          V3           T          M2          M3   FrameElem ElemStation
                      mm                                   N           N           N        N-mm        N-mm        N-mm                      mm

         181     5750.00       WINDX   LinStatic        0.00  -1.424E-08        0.00   2.776E-06        0.00   3.860E-05       181-1     5750.00
         181      250.00       WINDY   LinStatic        0.00    15188.94        0.00      258.73        0.00 42369770.92       181-1      250.00
         181      750.00       WINDY   LinStatic        0.00    15188.94        0.00      258.73        0.00 34775301.99       181-1      750.00
         181     1250.00       WINDY   LinStatic        0.00    15188.94        0.00      258.73        0.00 27180833.05       181-1     1250.00
         181     1750.00       WINDY   LinStatic        0.00    15188.94        0.00      258.73        0.00 19586364.11       181-1     1750.00
         181     2250.00       WINDY   LinStatic        0.00    15188.94        0.00      258.73        0.00 11991895.17       181-1     2250.00
         181     2750.00       WINDY   LinStatic        0.00    15188.94        0.00      258.73        0.00  4397426.23       181-1     2750.00
         181     3250.00       WINDY   LinStatic        0.00    15188.94        0.00      258.73        0.00 -3197042.71       181-1     3250.00
         181     3750.00       WINDY   LinStatic        0.00    15188.94        0.00      258.73        0.00 -10791511.6       181-1     3750.00
         181     4250.00       WINDY   LinStatic        0.00    15188.94        0.00      258.73        0.00 -18385980.6       181-1     4250.00
         181     4750.00       WINDY   LinStatic        0.00    15188.94        0.00      258.73        0.00 -25980449.5       181-1     4750.00
         181     5250.00       WINDY   LinStatic        0.00    15188.94        0.00      258.73        0.00  -33574918.       181-1     5250.00
         181     5750.00       WINDY   LinStatic        0.00    15188.94        0.00      258.73        0.00  -41169387.       181-1     5750.00
         182      250.00        DEAD   LinStatic        0.00   -36423.75        0.00  -4.380E-06        0.00  -32523925.       182-1      250.00
         182      750.00        DEAD   LinStatic        0.00   -32317.75        0.00  -4.380E-06        0.00 -15206733.5       182-1      750.00
         182     1250.00        DEAD   LinStatic        0.00   -25443.60        0.00  -4.380E-06        0.00  -700487.89       182-1     1250.00
         182     1750.00        DEAD   LinStatic        0.00   -18174.00        0.00  -4.380E-06        0.00 10203912.03       182-1     1750.00
         182     2250.00        DEAD   LinStatic        0.00   -10904.40        0.00  -4.380E-06        0.00 17473511.99       182-1     2250.00
         182     2750.00        DEAD   LinStatic        0.00    -3634.80        0.00  -4.380E-06        0.00 21108311.99       182-1     2750.00
         182     3250.00        DEAD   LinStatic        0.00     3634.80        0.00  -4.380E-06        0.00 21108312.01       182-1     3250.00
         182     3750.00        DEAD   LinStatic        0.00    10904.40        0.00  -4.380E-06        0.00 17473512.07       182-1     3750.00
         182     4250.00        DEAD   LinStatic        0.00    18174.00        0.00  -4.380E-06        0.00 10203912.15       182-1     4250.00
         182     4750.00        DEAD   LinStatic        0.00    25443.60        0.00  -4.380E-06        0.00  -700487.73       182-1     4750.00
         182     5250.00        DEAD   LinStatic        0.00    32317.75        0.00  -4.380E-06        0.00 -15206733.4       182-1     5250.00
         182     5750.00        DEAD   LinStatic        0.00    36423.75        0.00  -4.380E-06        0.00  -32523925.       182-1     5750.00
         182      250.00        LIVE   LinStatic        0.00    -9875.00        0.00  -1.384E-06        0.00 -8918421.65       182-1      250.00
         182      750.00        LIVE   LinStatic        0.00    -8875.00        0.00  -1.384E-06        0.00 -4189255.13       182-1      750.00
         182     1250.00        LIVE   LinStatic        0.00    -7000.00        0.00  -1.384E-06        0.00  -199671.81       182-1     1250.00
         182     1750.00        LIVE   LinStatic        0.00    -5000.00        0.00  -1.384E-06        0.00  2800328.20       182-1     1750.00
         182     2250.00        LIVE   LinStatic        0.00    -3000.00        0.00  -1.384E-06        0.00  4800328.20       182-1     2250.00
         182     2750.00        LIVE   LinStatic        0.00    -1000.00        0.00  -1.384E-06        0.00  5800328.21       182-1     2750.00
         182     3250.00        LIVE   LinStatic        0.00     1000.00        0.00  -1.384E-06        0.00  5800328.22       182-1     3250.00
         182     3750.00        LIVE   LinStatic        0.00     3000.00        0.00  -1.384E-06        0.00  4800328.23       182-1     3750.00
         182     4250.00        LIVE   LinStatic        0.00     5000.00        0.00  -1.384E-06        0.00  2800328.23       182-1     4250.00
         182     4750.00        LIVE   LinStatic        0.00     7000.00        0.00  -1.384E-06        0.00  -199671.76       182-1     4750.00
         182     5250.00        LIVE   LinStatic        0.00     8875.00        0.00  -1.384E-06        0.00 -4189255.07       182-1     5250.00
         182     5750.00        LIVE   LinStatic        0.00     9875.00        0.00  -1.384E-06        0.00 -8918421.64       182-1     5750.00
         182      250.00       WINDX   LinStatic        0.00  -1.373E-08        0.00   2.806E-06        0.00  -3.775E-05       182-1      250.00
         182      750.00       WINDX   LinStatic        0.00  -1.373E-08        0.00   2.806E-06        0.00  -3.088E-05       182-1      750.00
         182     1250.00       WINDX   LinStatic        0.00  -1.373E-08        0.00   2.806E-06        0.00  -2.402E-05       182-1     1250.00
         182     1750.00       WINDX   LinStatic        0.00  -1.373E-08        0.00   2.806E-06        0.00  -1.716E-05       182-1     1750.00
         182     2250.00       WINDX   LinStatic        0.00  -1.373E-08        0.00   2.806E-06        0.00  -1.029E-05       182-1     2250.00
         182     2750.00       WINDX   LinStatic        0.00  -1.373E-08        0.00   2.806E-06        0.00  -3.431E-06       182-1     2750.00
         182     3250.00       WINDX   LinStatic        0.00  -1.373E-08        0.00   2.806E-06        0.00   3.432E-06       182-1     3250.00
         182     3750.00       WINDX   LinStatic        0.00  -1.373E-08        0.00   2.806E-06        0.00   1.029E-05       182-1     3750.00
         182     4250.00       WINDX   LinStatic        0.00  -1.373E-08        0.00   2.806E-06        0.00   1.716E-05       182-1     4250.00
         182     4750.00       WINDX   LinStatic        0.00  -1.373E-08        0.00   2.806E-06        0.00   2.402E-05       182-1     4750.00
         182     5250.00       WINDX   LinStatic        0.00  -1.373E-08        0.00   2.806E-06        0.00   3.088E-05       182-1     5250.00
         182     5750.00       WINDX   LinStatic        0.00  -1.373E-08        0.00   2.806E-06        0.00   3.775E-05       182-1     5750.00
         182      250.00       WINDY   LinStatic        0.00    14634.80        0.00     -124.59        0.00 40245688.43       182-1      250.00
         182      750.00       WINDY   LinStatic        0.00    14634.80        0.00     -124.59        0.00 32928290.53       182-1      750.00
         182     1250.00       WINDY   LinStatic        0.00    14634.80        0.00     -124.59        0.00 25610892.64       182-1     1250.00
         182     1750.00       WINDY   LinStatic        0.00    14634.80        0.00     -124.59        0.00 18293494.74       182-1     1750.00
         182     2250.00       WINDY   LinStatic        0.00    14634.80        0.00     -124.59        0.00 10976096.84       182-1     2250.00
         182     2750.00       WINDY   LinStatic        0.00    14634.80        0.00     -124.59        0.00  3658698.95       182-1     2750.00
         182     3250.00       WINDY   LinStatic        0.00    14634.80        0.00     -124.59        0.00 -3658698.95       182-1     3250.00
         182     3750.00       WINDY   LinStatic        0.00    14634.80        0.00     -124.59        0.00 -10976096.8       182-1     3750.00
         182     4250.00       WINDY   LinStatic        0.00    14634.80        0.00     -124.59        0.00 -18293494.7       182-1     4250.00
         182     4750.00       WINDY   LinStatic        0.00    14634.80        0.00     -124.59        0.00 -25610892.6       182-1     4750.00
         182     5250.00       WINDY   LinStatic        0.00    14634.80        0.00     -124.59        0.00  -32928291.       182-1     5250.00
         182     5750.00       WINDY   LinStatic        0.00    14634.80        0.00     -124.59        0.00  -40245688.       182-1     5750.00
         183      250.00        DEAD   LinStatic        0.00   -36705.75        0.00    -3907.44        0.00  -32432415.       183-1      250.00
         183      750.00        DEAD   LinStatic        0.00   -32599.75        0.00    -3907.44        0.00 -14974222.9       183-1      750.00
         183     1250.00        DEAD   LinStatic        0.00   -25725.60        0.00    -3907.44        0.00  -326976.18       183-1     1250.00
         183     1750.00        DEAD   LinStatic        0.00   -18456.00        0.00    -3907.44        0.00 10718424.83       183-1     1750.00
         183     2250.00        DEAD   LinStatic        0.00   -11186.40        0.00    -3907.44        0.00 18129025.88       183-1     2250.00
         183     2750.00        DEAD   LinStatic        0.00    -3916.80        0.00    -3907.44        0.00 21904826.95       183-1     2750.00
         183     3250.00        DEAD   LinStatic        0.00     3352.80        0.00    -3907.44        0.00 22045828.06       183-1     3250.00
         183     3750.00        DEAD   LinStatic        0.00    10622.40        0.00    -3907.44        0.00 18552029.20       183-1     3750.00
         183     4250.00        DEAD   LinStatic        0.00    17892.00        0.00    -3907.44        0.00 11423430.37       183-1     4250.00
         183     4750.00        DEAD   LinStatic        0.00    25161.60        0.00    -3907.44        0.00   660031.57       183-1     4750.00
         183     5250.00        DEAD   LinStatic        0.00    32035.75        0.00    -3907.44        0.00 -13705213.0       183-1     5250.00
         183     5750.00        DEAD   LinStatic        0.00    36141.75        0.00    -3907.44        0.00 -30881403.1       183-1     5750.00
         183      250.00        LIVE   LinStatic        0.00    -9951.52        0.00    -1055.44        0.00 -8892053.21       183-1      250.00
         183      750.00        LIVE   LinStatic        0.00    -8951.52        0.00    -1055.44        0.00 -4124627.29       183-1      750.00
         183     1250.00        LIVE   LinStatic        0.00    -7076.52        0.00    -1055.44        0.00   -96784.58       183-1     1250.00
         183     1750.00        LIVE   LinStatic        0.00    -5076.52        0.00    -1055.44        0.00  2941474.82       183-1     1750.00
         183     2250.00        LIVE   LinStatic        0.00    -3076.52        0.00    -1055.44        0.00  4979734.22       183-1     2250.00
         183     2750.00        LIVE   LinStatic        0.00    -1076.52        0.00    -1055.44        0.00  6017993.62       183-1     2750.00
         183     3250.00        LIVE   LinStatic        0.00      923.48        0.00    -1055.44        0.00  6056253.02       183-1     3250.00
         183     3750.00        LIVE   LinStatic        0.00     2923.48        0.00    -1055.44        0.00  5094512.43       183-1     3750.00
         183     4250.00        LIVE   LinStatic        0.00     4923.48        0.00    -1055.44        0.00  3132771.83       183-1     4250.00
         183     4750.00        LIVE   LinStatic        0.00     6923.48        0.00    -1055.44        0.00   171031.23       183-1     4750.00
         183     5250.00        LIVE   LinStatic        0.00     8798.48        0.00    -1055.44        0.00 -3780292.69       183-1     5250.00
         183     5750.00        LIVE   LinStatic        0.00     9798.48        0.00    -1055.44        0.00 -8471199.87       183-1     5750.00
         183      250.00       WINDX   LinStatic        0.00  -1.424E-08  -4.547E-13   2.778E-06   1.137E-10  -3.860E-05       183-1      250.00
         183      750.00       WINDX   LinStatic        0.00  -1.424E-08  -4.547E-13   2.778E-06   3.411E-10  -3.148E-05       183-1      750.00
         183     1250.00       WINDX   LinStatic        0.00  -1.424E-08  -4.547E-13   2.778E-06   5.684E-10  -2.436E-05       183-1     1250.00
         183     1750.00       WINDX   LinStatic        0.00  -1.424E-08  -4.547E-13   2.778E-06   7.958E-10  -1.724E-05       183-1     1750.00
         183     2250.00       WINDX   LinStatic        0.00  -1.424E-08  -4.547E-13   2.778E-06   1.023E-09  -1.012E-05       183-1     2250.00
         183     2750.00       WINDX   LinStatic        0.00  -1.424E-08  -4.547E-13   2.778E-06   1.251E-09  -3.001E-06       183-1     2750.00
         183     3250.00       WINDX   LinStatic        0.00  -1.424E-08  -4.547E-13   2.778E-06   1.478E-09   4.118E-06       183-1     3250.00
         183     3750.00       WINDX   LinStatic        0.00  -1.424E-08  -4.547E-13   2.778E-06   1.705E-09   1.124E-05       183-1     3750.00
         183     4250.00       WINDX   LinStatic        0.00  -1.424E-08  -4.547E-13   2.778E-06   1.933E-09   1.836E-05       183-1     4250.00
         183     4750.00       WINDX   LinStatic        0.00  -1.424E-08  -4.547E-13   2.778E-06   2.160E-09   2.548E-05       183-1     4750.00
         183     5250.00       WINDX   LinStatic        0.00  -1.424E-08  -4.547E-13   2.778E-06   2.387E-09   3.259E-05       183-1     5250.00
         183     5750.00       WINDX   LinStatic        0.00  -1.424E-08  -4.547E-13   2.778E-06   2.615E-09   3.971E-05       183-1     5750.00
         183      250.00       WINDY   LinStatic        0.00    15188.94        0.00      258.73        0.00 41169387.40       183-1      250.00
         183      750.00       WINDY   LinStatic        0.00    15188.94        0.00      258.73        0.00 33574918.46       183-1      750.00
         183     1250.00       WINDY   LinStatic        0.00    15188.94        0.00      258.73        0.00 25980449.53       183-1     1250.00
         183     1750.00       WINDY   LinStatic        0.00    15188.94        0.00      258.73        0.00 18385980.59       183-1     1750.00
         183     2250.00       WINDY   LinStatic        0.00    15188.94        0.00      258.73        0.00 10791511.65       183-1     2250.00
         183     2750.00       WINDY   LinStatic        0.00    15188.94        0.00      258.73        0.00  3197042.71       183-1     2750.00
         183     3250.00       WINDY   LinStatic        0.00    15188.94        0.00      258.73        0.00 -4397426.23       183-1     3250.00
         183     3750.00       WINDY   LinStatic        0.00    15188.94        0.00      258.73        0.00 -11991895.2       183-1     3750.00
         183     4250.00       WINDY   LinStatic        0.00    15188.94        0.00      258.73        0.00 -19586364.1       183-1     4250.00
         183     4750.00       WINDY   LinStatic        0.00    15188.94        0.00      258.73        0.00 -27180833.0       183-1     4750.00
         183     5250.00       WINDY   LinStatic        0.00    15188.94        0.00      258.73        0.00  -34775302.       183-1     5250.00
         183     5750.00       WINDY   LinStatic        0.00    15188.94        0.00      258.73        0.00  -42369771.       183-1     5750.00
         184      250.00        DEAD   LinStatic        0.00   -20631.36        0.00  -258782.95        0.00 -17466383.3       184-1      250.00
         184      750.00        DEAD   LinStatic        0.00   -18107.16        0.00  -258782.95        0.00 -7715845.88       184-1      750.00
         184     1250.00        DEAD   LinStatic        0.00   -14198.88        0.00  -258782.95        0.00   393618.88       184-1     1250.00
         184     1750.00        DEAD   LinStatic        0.00   -10092.88        0.00  -258782.95        0.00  6466560.78       184-1     1750.00
         184     2250.00        DEAD   LinStatic        0.00    -5986.88        0.00  -258782.95        0.00 10486502.70       184-1     2250.00
         184     2750.00        DEAD   LinStatic        0.00    -1880.88        0.00  -258782.95        0.00 12453444.63       184-1     2750.00
         184     3250.00        DEAD   LinStatic        0.00     2225.12        0.00  -258782.95        0.00 12367386.58       184-1     3250.00
         184     3750.00        DEAD   LinStatic        0.00     6331.12        0.00  -258782.95        0.00 10228328.54       184-1     3750.00
         184     4250.00        DEAD   LinStatic        0.00    10437.12        0.00  -258782.95        0.00  6036270.52       184-1     4250.00
         184     4750.00        DEAD   LinStatic        0.00    14543.12        0.00  -258782.95        0.00  -208787.48       184-1     4750.00
         184     5250.00        DEAD   LinStatic        0.00    18451.39        0.00  -258782.95        0.00 -8490368.37       184-1     5250.00
         184     5750.00        DEAD   LinStatic        0.00    20975.59        0.00  -258782.95        0.00 -18413022.0       184-1     5750.00
         184      250.00        LIVE   LinStatic        0.00    -4897.67        0.00   -71279.54        0.00 -4230291.35       184-1      250.00
         184      750.00        LIVE   LinStatic        0.00    -4397.67        0.00   -71279.54        0.00 -1885622.30       184-1      750.00
         184     1250.00        LIVE   LinStatic        0.00    -3460.17        0.00   -71279.54        0.00    89255.14       184-1     1250.00
         184     1750.00        LIVE   LinStatic        0.00    -2460.17        0.00   -71279.54        0.00  1569340.93       184-1     1750.00
         184     2250.00        LIVE   LinStatic        0.00    -1460.17        0.00   -71279.54        0.00  2549426.71       184-1     2250.00
         184     2750.00        LIVE   LinStatic        0.00     -460.17        0.00   -71279.54        0.00  3029512.50       184-1     2750.00
         184     3250.00        LIVE   LinStatic        0.00      539.83        0.00   -71279.54        0.00  3009598.28       184-1     3250.00
         184     3750.00        LIVE   LinStatic        0.00     1539.83        0.00   -71279.54        0.00  2489684.07       184-1     3750.00
         184     4250.00        LIVE   LinStatic        0.00     2539.83        0.00   -71279.54        0.00  1469769.86       184-1     4250.00
         184     4750.00        LIVE   LinStatic        0.00     3539.83        0.00   -71279.54        0.00   -50144.36       184-1     4750.00
         184     5250.00        LIVE   LinStatic        0.00     4477.33        0.00   -71279.54        0.00 -2064850.23       184-1     5250.00
         184     5750.00        LIVE   LinStatic        0.00     4977.33        0.00   -71279.54        0.00 -4449347.74       184-1     5750.00
         184      250.00       WINDX   LinStatic        0.00  -3.428E-08        0.00   3.028E-06        0.00  -9.560E-05       184-1      250.00
         184      750.00       WINDX   LinStatic        0.00  -3.428E-08        0.00   3.028E-06        0.00  -7.846E-05       184-1      750.00
         184     1250.00       WINDX   LinStatic        0.00  -3.428E-08        0.00   3.028E-06        0.00  -6.132E-05       184-1     1250.00
         184     1750.00       WINDX   LinStatic        0.00  -3.428E-08        0.00   3.028E-06        0.00  -4.418E-05       184-1     1750.00
         184     2250.00       WINDX   LinStatic        0.00  -3.428E-08        0.00   3.028E-06        0.00  -2.704E-05       184-1     2250.00
         184     2750.00       WINDX   LinStatic        0.00  -3.428E-08        0.00   3.028E-06        0.00  -9.899E-06       184-1     2750.00
         184     3250.00       WINDX   LinStatic        0.00  -3.428E-08        0.00   3.028E-06        0.00   7.241E-06       184-1     3250.00
         184     3750.00       WINDX   LinStatic        0.00  -3.428E-08        0.00   3.028E-06        0.00   2.438E-05       184-1     3750.00
         184     4250.00       WINDX   LinStatic        0.00  -3.428E-08        0.00   3.028E-06        0.00   4.152E-05       184-1     4250.00
         184     4750.00       WINDX   LinStatic        0.00  -3.428E-08        0.00   3.028E-06        0.00   5.866E-05       184-1     4750.00
         184     5250.00       WINDX   LinStatic        0.00  -3.428E-08        0.00   3.028E-06        0.00   7.580E-05       184-1     5250.00
         184     5750.00       WINDX   LinStatic        0.00  -3.428E-08        0.00   3.028E-06        0.00   9.294E-05       184-1     5750.00
         184      250.00       WINDY   LinStatic        0.00    15332.94        0.00   -11092.84        0.00 42766985.96       184-1      250.00
         184      750.00       WINDY   LinStatic        0.00    15332.94        0.00   -11092.84        0.00 35100517.78       184-1      750.00
         184     1250.00       WINDY   LinStatic        0.00    15332.94        0.00   -11092.84        0.00 27434049.60       184-1     1250.00
         184     1750.00       WINDY   LinStatic        0.00    15332.94        0.00   -11092.84        0.00 19767581.41       184-1     1750.00
         184     2250.00       WINDY   LinStatic        0.00    15332.94        0.00   -11092.84        0.00 12101113.23       184-1     2250.00
         184     2750.00       WINDY   LinStatic        0.00    15332.94        0.00   -11092.84        0.00  4434645.05       184-1     2750.00
         184     3250.00       WINDY   LinStatic        0.00    15332.94        0.00   -11092.84        0.00 -3231823.13       184-1     3250.00
         184     3750.00       WINDY   LinStatic        0.00    15332.94        0.00   -11092.84        0.00 -10898291.3       184-1     3750.00
         184     4250.00       WINDY   LinStatic        0.00    15332.94        0.00   -11092.84        0.00 -18564759.5       184-1     4250.00
         184     4750.00       WINDY   LinStatic        0.00    15332.94        0.00   -11092.84        0.00 -26231227.7       184-1     4750.00
         184     5250.00       WINDY   LinStatic        0.00    15332.94        0.00   -11092.84        0.00  -33897696.       184-1     5250.00
         184     5750.00       WINDY   LinStatic        0.00    15332.94        0.00   -11092.84        0.00  -41564164.       184-1     5750.00
         185      250.00        DEAD   LinStatic        0.00   -20803.47        0.00   8.271E-05        0.00 -18412804.1       185-1      250.00
         185      750.00        DEAD   LinStatic        0.00   -18279.27        0.00   8.271E-05        0.00 -8576208.60       185-1      750.00
         185     1250.00        DEAD   LinStatic        0.00   -14371.00        0.00   8.271E-05        0.00  -380685.76       185-1     1250.00
         185     1750.00        DEAD   LinStatic        0.00   -10265.00        0.00   8.271E-05        0.00  5778314.20       185-1     1750.00
         185     2250.00        DEAD   LinStatic        0.00    -6159.00        0.00   8.271E-05        0.00  9884314.19       185-1     2250.00
         185     2750.00        DEAD   LinStatic        0.00    -2053.00        0.00   8.271E-05        0.00 11937314.19       185-1     2750.00
         185     3250.00        DEAD   LinStatic        0.00     2053.00        0.00   8.271E-05        0.00 11937314.21       185-1     3250.00
         185     3750.00        DEAD   LinStatic        0.00     6159.00        0.00   8.271E-05        0.00  9884314.24       185-1     3750.00
         185     4250.00        DEAD   LinStatic        0.00    10265.00        0.00   8.271E-05        0.00  5778314.29       185-1     4250.00
         185     4750.00        DEAD   LinStatic        0.00    14371.00        0.00   8.271E-05        0.00  -380685.64       185-1     4750.00
         185     5250.00        DEAD   LinStatic        0.00    18279.27        0.00   8.271E-05        0.00 -8576208.46       185-1     5250.00
         185     5750.00        DEAD   LinStatic        0.00    20803.47        0.00   8.271E-05        0.00 -18412804.1       185-1     5750.00
         185      250.00        LIVE   LinStatic        0.00    -4937.50        0.00   2.615E-05        0.00 -4459164.11       185-1      250.00
         185      750.00        LIVE   LinStatic        0.00    -4437.50        0.00   2.615E-05        0.00 -2094580.85       185-1      750.00
         185     1250.00        LIVE   LinStatic        0.00    -3500.00        0.00   2.615E-05        0.00   -99789.19       185-1     1250.00
         185     1750.00        LIVE   LinStatic        0.00    -2500.00        0.00   2.615E-05        0.00  1400210.82       185-1     1750.00
         185     2250.00        LIVE   LinStatic        0.00    -1500.00        0.00   2.615E-05        0.00  2400210.82       185-1     2250.00
         185     2750.00        LIVE   LinStatic        0.00     -500.00        0.00   2.615E-05        0.00  2900210.83       185-1     2750.00
         185     3250.00        LIVE   LinStatic        0.00      500.00        0.00   2.615E-05        0.00  2900210.83       185-1     3250.00
         185     3750.00        LIVE   LinStatic        0.00     1500.00        0.00   2.615E-05        0.00  2400210.84       185-1     3750.00
         185     4250.00        LIVE   LinStatic        0.00     2500.00        0.00   2.615E-05        0.00  1400210.84       185-1     4250.00
         185     4750.00        LIVE   LinStatic        0.00     3500.00        0.00   2.615E-05        0.00   -99789.15       185-1     4750.00
         185     5250.00        LIVE   LinStatic        0.00     4437.50        0.00   2.615E-05        0.00 -2094580.81       185-1     5250.00
         185     5750.00        LIVE   LinStatic        0.00     4937.50        0.00   2.615E-05        0.00 -4459164.09       185-1     5750.00
         185      250.00       WINDX   LinStatic        0.00  -3.304E-08        0.00   3.010E-06        0.00  -9.087E-05       185-1      250.00
         185      750.00       WINDX   LinStatic        0.00  -3.304E-08        0.00   3.010E-06        0.00  -7.435E-05       185-1      750.00
         185     1250.00       WINDX   LinStatic        0.00  -3.304E-08        0.00   3.010E-06        0.00  -5.783E-05       185-1     1250.00
         185     1750.00       WINDX   LinStatic        0.00  -3.304E-08        0.00   3.010E-06        0.00  -4.130E-05       185-1     1750.00
         185     2250.00       WINDX   LinStatic        0.00  -3.304E-08        0.00   3.010E-06        0.00  -2.478E-05       185-1     2250.00
         185     2750.00       WINDX   LinStatic        0.00  -3.304E-08        0.00   3.010E-06        0.00  -8.261E-06       185-1     2750.00
         185     3250.00       WINDX   LinStatic        0.00  -3.304E-08        0.00   3.010E-06        0.00   8.261E-06       185-1     3250.00
         185     3750.00       WINDX   LinStatic        0.00  -3.304E-08        0.00   3.010E-06        0.00   2.478E-05       185-1     3750.00
         185     4250.00       WINDX   LinStatic        0.00  -3.304E-08        0.00   3.010E-06        0.00   4.130E-05       185-1     4250.00
         185     4750.00       WINDX   LinStatic        0.00  -3.304E-08        0.00   3.010E-06        0.00   5.783E-05       185-1     4750.00
         185     5250.00       WINDX   LinStatic        0.00  -3.304E-08        0.00   3.010E-06        0.00   7.435E-05       185-1     5250.00
         185     5750.00       WINDX   LinStatic        0.00  -3.304E-08        0.00   3.010E-06        0.00   9.087E-05       185-1     5750.00
         185      250.00       WINDY   LinStatic        0.00    14771.98        0.00     6865.58        0.00 40622939.96       185-1      250.00
         185      750.00       WINDY   LinStatic        0.00    14771.98        0.00     6865.58        0.00 33236950.88       185-1      750.00
         185     1250.00       WINDY   LinStatic        0.00    14771.98        0.00     6865.58        0.00 25850961.80       185-1     1250.00
         185     1750.00       WINDY   LinStatic        0.00    14771.98        0.00     6865.58        0.00 18464972.71       185-1     1750.00
         185     2250.00       WINDY   LinStatic        0.00    14771.98        0.00     6865.58        0.00 11078983.63       185-1     2250.00
         185     2750.00       WINDY   LinStatic        0.00    14771.98        0.00     6865.58        0.00  3692994.54       185-1     2750.00
         185     3250.00       WINDY   LinStatic        0.00    14771.98        0.00     6865.58        0.00 -3692994.54       185-1     3250.00
         185     3750.00       WINDY   LinStatic        0.00    14771.98        0.00     6865.58        0.00 -11078983.6       185-1     3750.00
         185     4250.00       WINDY   LinStatic        0.00    14771.98        0.00     6865.58        0.00 -18464972.7       185-1     4250.00
         185     4750.00       WINDY   LinStatic        0.00    14771.98        0.00     6865.58        0.00 -25850961.8       185-1     4750.00
         185     5250.00       WINDY   LinStatic        0.00    14771.98        0.00     6865.58        0.00  -33236951.       185-1     5250.00
         185     5750.00       WINDY   LinStatic        0.00    14771.98        0.00     6865.58        0.00  -40622940.       185-1     5750.00
         186      250.00        DEAD   LinStatic        0.00   -20975.59        0.00   258782.96        0.00 -18413022.1       186-1      250.00
         186      750.00        DEAD   LinStatic        0.00   -18451.39        0.00   258782.96        0.00 -8490368.50       186-1      750.00
         186     1250.00        DEAD   LinStatic        0.00   -14543.12        0.00   258782.96        0.00  -208787.60       186-1     1250.00
         186     1750.00        DEAD   LinStatic        0.00   -10437.12        0.00   258782.96        0.00  6036270.44       186-1     1750.00
         186     2250.00        DEAD   LinStatic        0.00    -6331.12        0.00   258782.96        0.00 10228328.49       186-1     2250.00
         186     2750.00        DEAD   LinStatic        0.00    -2225.12        0.00   258782.96        0.00 12367386.56       186-1     2750.00
         186     3250.00        DEAD   LinStatic        0.00     1880.88        0.00   258782.96        0.00 12453444.65       186-1     3250.00
         186     3750.00        DEAD   LinStatic        0.00     5986.88        0.00   258782.96        0.00 10486502.75       186-1     3750.00
         186     4250.00        DEAD   LinStatic        0.00    10092.88        0.00   258782.96        0.00  6466560.87       186-1     4250.00
         186     4750.00        DEAD   LinStatic        0.00    14198.88        0.00   258782.96        0.00   393619.00       186-1     4750.00
         186     5250.00        DEAD   LinStatic        0.00    18107.16        0.00   258782.96        0.00 -7715845.74       186-1     5250.00
         186     5750.00        DEAD   LinStatic        0.00    20631.36        0.00   258782.96        0.00 -17466383.3       186-1     5750.00
         186      250.00        LIVE   LinStatic        0.00    -4977.33        0.00    71279.54        0.00 -4449347.76       186-1      250.00
         186      750.00        LIVE   LinStatic        0.00    -4477.33        0.00    71279.54        0.00 -2064850.27       186-1      750.00
         186     1250.00        LIVE   LinStatic        0.00    -3539.83        0.00    71279.54        0.00   -50144.40       186-1     1250.00
         186     1750.00        LIVE   LinStatic        0.00    -2539.83        0.00    71279.54        0.00  1469769.83       186-1     1750.00
         186     2250.00        LIVE   LinStatic        0.00    -1539.83        0.00    71279.54        0.00  2489684.05       186-1     2250.00
         186     2750.00        LIVE   LinStatic        0.00     -539.83        0.00    71279.54        0.00  3009598.28       186-1     2750.00
         186     3250.00        LIVE   LinStatic        0.00      460.17        0.00    71279.54        0.00  3029512.50       186-1     3250.00
         186     3750.00        LIVE   LinStatic        0.00     1460.17        0.00    71279.54        0.00  2549426.73       186-1     3750.00
         186     4250.00        LIVE   LinStatic        0.00     2460.17        0.00    71279.54        0.00  1569340.95       186-1     4250.00
         186     4750.00        LIVE   LinStatic        0.00     3460.17        0.00    71279.54        0.00    89255.18       186-1     4750.00
         186     5250.00        LIVE   LinStatic        0.00     4397.67        0.00    71279.54        0.00 -1885622.26       186-1     5250.00
         186     5750.00        LIVE   LinStatic        0.00     4897.67        0.00    71279.54        0.00 -4230291.32       186-1     5750.00
         186      250.00       WINDX   LinStatic        0.00  -3.428E-08  -4.547E-13   3.027E-06   1.137E-10  -9.294E-05       186-1      250.00
         186      750.00       WINDX   LinStatic        0.00  -3.428E-08  -4.547E-13   3.027E-06   3.411E-10  -7.580E-05       186-1      750.00
         186     1250.00       WINDX   LinStatic        0.00  -3.428E-08  -4.547E-13   3.027E-06   5.684E-10  -5.866E-05       186-1     1250.00
         186     1750.00       WINDX   LinStatic        0.00  -3.428E-08  -4.547E-13   3.027E-06   7.958E-10  -4.152E-05       186-1     1750.00
         186     2250.00       WINDX   LinStatic        0.00  -3.428E-08  -4.547E-13   3.027E-06   1.023E-09  -2.438E-05       186-1     2250.00
         186     2750.00       WINDX   LinStatic        0.00  -3.428E-08  -4.547E-13   3.027E-06   1.251E-09  -7.241E-06       186-1     2750.00
